,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
2054,3.33,МТ,3,Специалист,True,2009,М
2062,4.44,МТ,3,М,True,2016,М
2111,4.05,МТ,11,Специалист,False,2008,М
2112,4.57,МТ,9,Специалист,True,2011,М
2113,4.39,МТ,11,Специалист,True,2013,М
2114,3.97,МТ,12,Специалист,False,2014,М
2115,4.05,МТ,12,Специалист,False,2014,М
2116,3.96,МТ,12,Специалист,False,2010,М
2117,4.04,МТ,11,Специалист,False,2011,М
2118,3.57,МТ,11,Специалист,True,2011,М
2119,4.77,МТ,11,Специалист,False,2008,М
2120,4.12,МТ,9,Специалист,True,2011,М
2126,3.0,МТ,1,Специалист,True,2016,М
2127,3.12,МТ,5,Специалист,True,2009,М
2138,3.0,МТ,1,Специалист,True,2011,М
2142,3.6,МТ,2,Специалист,True,2016,М
2150,4.42,МТ,4,М,False,2016,М
2247,4.09,МТ,11,Специалист,False,2009,М
2248,4.08,МТ,11,Специалист,True,2010,М
2249,3.32,МТ,4,Специалист,True,2011,М
2253,4.19,МТ,7,Специалист,True,2011,М
2254,4.11,МТ,7,Специалист,True,2012,М
2255,4.38,МТ,8,Б,False,2013,М
2256,3.77,МТ,3,Б,True,2015,М
2257,4.18,МТ,3,М,True,2017,М
2262,4.47,МТ,4,М,False,2015,М
2263,3.94,МТ,4,М,False,2016,М
2324,3.81,МТ,9,Специалист,True,2007,М
2325,3.25,МТ,12,Специалист,True,2008,М
2326,3.53,МТ,3,Специалист,True,2012,М
2328,3.0,МТ,2,Специалист,True,2007,М
2331,3.5,МТ,2,Специалист,True,2011,М
2334,4.29,МТ,4,М,False,2016,М
2369,3.97,МТ,12,Специалист,False,2013,М
2370,4.25,МТ,11,Специалист,False,2009,М
2371,4.6,МТ,1,Специалист,True,2012,М
2373,3.4,МТ,2,Специалист,True,2014,М
2399,3.98,МТ,11,Специалист,False,2008,М
2400,4.44,МТ,8,Б,False,2014,М
2402,4.83,МТ,7,Специалист,True,2012,М
2403,4.82,МТ,8,Б,False,2015,М
2404,4.9,МТ,4,М,False,2018,М
2406,3.0,МТ,2,Специалист,True,2009,М
2407,5.0,МТ,4,М,False,2016,М
2408,4.74,МТ,4,М,False,2016,М
2450,4.74,МТ,11,Специалист,False,2008,М
2451,4.15,МТ,10,Специалист,True,2013,М
2452,4.78,МТ,9,Специалист,True,2014,М
2453,3.7,МТ,2,Специалист,True,2013,М
2454,3.4,МТ,2,Специалист,True,2013,М
2494,4.42,МТ,10,Специалист,True,2008,М
2495,4.07,МТ,12,Специалист,False,2010,М
2497,3.33,МТ,8,Специалист,True,2010,М
2498,4.2,МТ,1,Специалист,True,2008,М
2499,3.0,МТ,1,Специалист,True,2008,М
2504,4.27,МТ,4,М,False,2015,М
2535,3.24,МТ,9,Специалист,True,2007,М
2536,3.74,МТ,10,Специалист,True,2011,М
2537,4.86,МТ,12,Специалист,False,2014,М
2538,4.3,МТ,12,Специалист,False,2014,М
2539,4.33,МТ,1,Специалист,True,2017,М
2584,4.2,МТ,11,Специалист,False,2008,М
2585,4.6,МТ,12,Специалист,False,2014,М
2586,4.81,МТ,6,Специалист,True,2008,М
2587,4.11,МТ,10,Специалист,True,2008,М
2588,4.67,МТ,11,Специалист,True,2010,М
2589,4.11,МТ,12,Специалист,False,2012,М
2590,4.51,МТ,11,Специалист,True,2013,М
2591,3.58,МТ,7,Специалист,True,2011,М
2592,3.2,МТ,2,Специалист,True,2013,М
2679,3.9,МТ,9,Специалист,True,2010,М
2690,3.2,МТ,1,Специалист,True,2013,М
2691,3.37,МТ,6,Специалист,True,2014,М
2692,3.0,МТ,1,Специалист,True,2008,М
2693,3.66,МТ,8,Специалист,True,2009,М
2694,3.0,МТ,1,Б,True,2015,М
2695,4.7,МТ,4,М,False,2015,М
2724,3.48,МТ,11,Специалист,True,2012,М
2727,3.33,МТ,2,Специалист,True,2011,М
2728,3.82,МТ,8,Б,False,2014,М
2748,3.41,МТ,12,Специалист,False,2010,М
2749,4.07,МТ,12,Специалист,False,2013,М
2750,3.34,МТ,10,Специалист,True,2012,М
2751,3.55,МТ,11,Специалист,False,2009,М
2752,4.51,МТ,12,Специалист,False,2014,М
2807,3.9,МТ,7,Специалист,True,2011,М
2808,4.18,МТ,8,Б,False,2013,М
2809,3.0,МТ,1,Специалист,True,2010,М
2810,3.0,МТ,4,Специалист,True,2010,М
2811,4.32,МТ,4,М,False,2017,М
2839,4.98,МТ,9,Специалист,True,2007,М
2850,4.91,МТ,11,Специалист,True,2013,М
2854,4.55,МТ,2,М,True,2016,М
2866,3.81,МТ,11,Специалист,False,2008,М
2869,3.63,МТ,7,Б,True,2012,М
2870,3.89,МТ,8,Б,False,2016,М
2894,3.82,МТ,11,Специалист,False,2008,М
2905,4.12,МТ,10,Специалист,True,2008,М
2906,3.42,МТ,8,Б,False,2014,М
2924,3.93,МТ,9,Специалист,True,2007,М
2927,3.1,МТ,2,Специалист,True,2007,М
2938,4.85,МТ,12,Специалист,False,2010,М
2940,3.47,МТ,3,Специалист,True,2010,М
2955,3.22,МТ,2,Специалист,True,2011,М
2961,4.09,МТ,11,Специалист,False,2008,М
2962,3.36,МТ,2,Специалист,True,2018,М
2976,4.26,МТ,12,Специалист,False,2012,М
2977,3.46,МТ,12,Специалист,False,2012,М
2982,3.1,МТ,2,Специалист,True,2010,М
3006,4.0,МТ,11,Специалист,False,2009,М
3007,3.5,МТ,2,Специалист,True,2012,М
3022,4.39,МТ,9,Специалист,True,2007,М
3023,3.92,МТ,11,Специалист,True,2012,М
3024,4.73,МТ,12,Специалист,False,2014,М
3025,3.81,МТ,8,Специалист,True,2009,М
3029,3.28,МТ,10,Специалист,True,2013,М
3037,3.0,МТ,3,Специалист,True,2008,М
3041,4.21,МТ,4,М,False,2015,М
3084,3.4,МТ,12,Специалист,False,2013,М
3085,3.52,МТ,11,Специалист,False,2007,М
3086,3.91,МТ,12,Специалист,False,2010,М
3088,4.14,МТ,7,Специалист,True,2011,М
3089,4.1,МТ,7,Специалист,True,2011,М
3090,3.66,МТ,7,Специалист,True,2011,М
3091,3.6,МТ,1,Специалист,True,2013,М
3097,3.5,МТ,1,Специалист,True,2016,М
3101,4.2,МТ,1,Специалист,True,2015,М
3155,4.37,МТ,11,Специалист,False,2009,М
3156,4.06,МТ,12,Специалист,False,2010,М
3157,4.52,МТ,10,Специалист,True,2007,М
3158,3.77,МТ,11,Специалист,False,2009,М
3159,3.49,МТ,11,Специалист,True,2008,М
3161,3.2,МТ,1,Специалист,True,2013,М
3162,4.06,МТ,7,Б,True,2013,М
3163,5.0,МТ,4,М,False,2018,М
3171,3.91,МТ,7,Б,True,2012,М
3172,3.6,МТ,1,Специалист,True,2012,М
3173,4.82,МТ,7,Б,True,2014,М
3174,4.19,МТ,4,М,False,2017,М
3179,4.89,МТ,8,Б,False,2015,М
3180,3.82,МТ,8,Б,True,2015,М
3181,4.05,МТ,8,Б,False,2015,М
3276,4.82,МТ,11,Специалист,False,2008,М
3277,4.78,МТ,8,Специалист,True,2014,М
3299,4.61,МТ,10,Специалист,True,2008,М
3300,3.0,МТ,1,Специалист,True,2010,М
3301,3.39,МТ,8,Б,False,2013,М
3302,4.2,МТ,1,Специалист,True,2014,М
3305,4.82,МТ,4,М,False,2015,М
3326,3.37,МТ,11,Специалист,False,2009,М
3327,4.23,МТ,9,Специалист,True,2007,М
3328,4.59,МТ,11,Специалист,False,2008,М
3329,3.61,МТ,11,Специалист,False,2008,М
3330,4.66,МТ,12,Специалист,False,2010,М
3331,3.84,МТ,11,Специалист,True,2013,М
3332,4.22,МТ,7,Специалист,True,2011,М
3333,4.62,МТ,7,Специалист,True,2011,М
3334,3.0,МТ,2,Специалист,True,2016,М
3335,3.2,МТ,3,Специалист,True,2008,М
3350,4.59,МТ,4,М,False,2015,М
3351,4.7,МТ,2,М,True,2015,М
3427,3.36,МТ,11,Специалист,True,2008,М
3428,4.89,МТ,12,Специалист,False,2013,М
3429,4.65,МТ,11,Специалист,True,2010,М
3439,3.89,МТ,6,Специалист,True,2013,М
3440,3.33,МТ,1,Специалист,True,2015,М
3441,3.24,МТ,6,Специалист,True,2009,М
3445,3.0,МТ,1,Специалист,True,2014,М
3492,4.11,МТ,11,Специалист,False,2009,М
3503,4.77,МТ,11,Специалист,False,2008,М
3504,3.2,МТ,1,Специалист,True,2010,М
3505,3.36,МТ,2,Специалист,True,2017,М
3507,3.2,МТ,1,Специалист,True,2008,М
3509,3.2,МТ,1,Специалист,True,2010,М
3510,3.6,МТ,1,Б,True,2016,М
3511,3.0,МТ,1,Специалист,True,2007,М
3529,3.64,МТ,10,Специалист,True,2011,М
3531,3.8,МТ,1,Специалист,True,2012,М
3546,4.29,МТ,12,Специалист,False,2010,М
3547,4.18,МТ,11,Специалист,False,2011,М
3548,3.37,МТ,12,Специалист,True,2011,М
3549,3.5,МТ,11,Специалист,False,2011,М
3550,4.74,МТ,11,Специалист,False,2011,М
3553,3.33,МТ,3,Специалист,True,2009,М
3562,3.5,МТ,2,Специалист,True,2016,М
3614,4.51,МТ,8,Б,False,2016,М
3615,3.38,МТ,8,Специалист,True,2010,М
3631,4.0,МТ,8,Б,False,2015,М
3632,3.62,МТ,8,Б,False,2015,М
3633,5.0,МТ,4,М,False,2017,М
3651,4.93,МТ,9,Специалист,True,2007,Ж
3662,3.96,МТ,10,Специалист,True,2007,Ж
3673,3.88,МТ,11,Специалист,False,2009,Ж
3674,4.76,МТ,9,Специалист,True,2014,Ж
3696,4.48,МТ,9,Специалист,True,2007,Ж
3697,3.88,МТ,11,Специалист,False,2008,Ж
3718,4.85,МТ,11,Специалист,True,2010,Ж
3719,4.04,МТ,10,Специалист,True,2013,Ж
3742,4.84,МТ,11,Специалист,True,2008,Ж
3743,3.44,МТ,8,Б,False,2015,Ж
3762,3.83,МТ,10,Специалист,True,2008,Ж
3763,4.48,МТ,10,Специалист,True,2008,Ж
3764,4.62,МТ,8,Б,False,2016,Ж
3792,4.49,МТ,9,Специалист,True,2007,Ж
3793,4.14,МТ,12,Специалист,False,2014,Ж
3815,3.91,МТ,4,Специалист,True,2016,Ж
3820,3.94,МТ,10,Специалист,True,2011,Ж
3823,4.32,МТ,8,Б,False,2014,Ж
3839,4.67,МТ,8,Б,False,2016,Ж
3847,4.26,МТ,4,Б,True,2017,Ж
3853,4.3,МТ,9,Специалист,True,2007,М
3854,3.91,МТ,12,Специалист,True,2013,М
3855,3.2,МТ,1,Специалист,True,2013,М
3856,3.2,МТ,1,Специалист,True,2015,М
3857,3.8,МТ,1,Специалист,True,2007,М
3861,4.58,МТ,8,Б,False,2013,М
3862,4.34,МТ,8,Б,False,2014,М
3863,3.34,МТ,8,Б,False,2015,М
3906,3.9,МТ,12,Специалист,False,2013,М
3907,3.65,МТ,9,Специалист,True,2013,М
3909,3.75,МТ,12,Специалист,True,2012,М
3910,4.53,МТ,11,Специалист,True,2014,М
3911,3.59,МТ,7,Специалист,True,2012,М
3920,3.4,МТ,1,Специалист,True,2012,М
3926,4.44,МТ,4,М,False,2016,М
3971,3.71,МТ,10,Специалист,True,2007,М
3972,3.25,МТ,7,Специалист,True,2010,М
3973,4.33,МТ,7,Б,True,2013,М
3974,4.33,МТ,7,Б,True,2013,М
3975,3.0,МТ,1,Б,True,2015,М
3978,4.77,МТ,7,Специалист,True,2012,М
3979,4.34,МТ,8,Б,False,2016,М
3980,4.76,МТ,4,М,False,2017,М
3981,4.95,МТ,4,М,False,2016,М
4034,4.14,МТ,11,Специалист,False,2011,М
4035,3.69,МТ,10,Специалист,True,2013,М
4040,3.98,МТ,8,Б,False,2016,М
4065,4.68,МТ,10,Специалист,True,2008,М
4066,4.34,МТ,11,Специалист,False,2009,М
4067,4.21,МТ,8,Б,False,2015,М
4068,3.88,МТ,8,Б,False,2016,М
4070,3.0,МТ,2,Специалист,True,2008,М
4074,4.64,МТ,4,М,False,2015,М
4111,3.46,МТ,9,Специалист,True,2007,М
4112,4.16,МТ,12,Специалист,False,2012,М
4113,4.11,МТ,10,Специалист,True,2012,М
4114,4.33,МТ,11,Специалист,True,2013,М
4115,4.85,МТ,11,Специалист,True,2013,М
4116,3.78,МТ,9,Специалист,True,2007,М
4117,3.82,МТ,11,Специалист,False,2009,М
4118,3.83,МТ,10,Специалист,True,2011,М
4123,3.0,МТ,1,Специалист,True,2015,М
4207,3.98,МТ,12,Специалист,True,2013,М
4208,4.79,МТ,11,Специалист,True,2014,М
4209,3.8,МТ,11,Специалист,False,2009,М
4210,4.8,МТ,11,Специалист,False,2009,М
4211,4.46,МТ,11,Специалист,False,2011,М
4212,4.69,МТ,11,Специалист,False,2011,М
4213,4.4,МТ,12,Специалист,False,2013,М
4214,4.65,МТ,7,Специалист,True,2011,М
4217,3.6,МТ,1,Специалист,True,2014,М
4229,3.2,МТ,1,Специалист,True,2009,М
4235,4.69,МТ,4,М,False,2015,М
4310,3.47,МТ,11,Специалист,False,2009,М
4311,3.47,МТ,11,Специалист,True,2008,М
4341,3.33,МТ,6,Специалист,True,2012,М
4342,3.22,МТ,2,Специалист,True,2011,М
4354,4.16,МТ,12,Специалист,False,2010,М
4355,3.45,МТ,12,Специалист,False,2012,М
4356,4.23,МТ,12,Специалист,False,2013,М
4357,3.39,МТ,12,Специалист,True,2012,М
4358,3.29,МТ,12,Специалист,True,2008,М
4359,4.58,МТ,11,Специалист,True,2013,М
4363,3.3,МТ,2,Специалист,True,2015,М
4435,3.83,МТ,11,Специалист,False,2009,М
4436,3.95,МТ,8,Б,True,2012,М
4437,4.69,МТ,8,Б,False,2013,М
4439,3.9,МТ,8,Б,True,2012,М
4440,4.63,МТ,4,М,False,2017,М
4441,4.21,МТ,4,М,False,2017,М
4480,3.35,МТ,9,Специалист,True,2007,М
4481,4.53,МТ,12,Специалист,False,2014,М
4482,4.33,МТ,10,Специалист,True,2007,М
4483,3.94,МТ,9,Специалист,True,2007,М
4484,3.17,МТ,11,Специалист,True,2007,М
4485,4.23,МТ,11,Специалист,True,2009,М
4486,3.82,МТ,11,Специалист,True,2011,М
4487,3.25,МТ,10,Специалист,True,2011,М
4488,3.22,МТ,2,Специалист,True,2011,М
4491,3.8,МТ,2,Специалист,True,2008,М
4492,3.0,МТ,2,Специалист,True,2009,М
4502,3.17,МТ,1,Б,True,2017,М
4505,4.47,МТ,8,Б,False,2014,М
4506,4.37,МТ,8,Б,True,2015,М
4514,4.21,МТ,4,М,False,2016,М
4586,3.12,МТ,8,Специалист,True,2009,М
4613,3.66,МТ,11,Специалист,False,2007,М
4614,4.08,МТ,11,Специалист,False,2009,М
4615,3.33,МТ,5,Специалист,True,2014,М
4616,3.82,МТ,2,Специалист,True,2017,М
4618,3.35,МТ,4,Специалист,True,2009,М
4654,4.41,МТ,11,Специалист,False,2008,М
4655,4.69,МТ,12,Специалист,False,2010,М
4656,3.2,МТ,1,Специалист,True,2011,М
4657,5.0,МТ,8,Б,False,2014,М
4658,4.39,МТ,8,Б,False,2015,М
4659,4.39,МТ,8,Б,False,2016,М
4661,4.43,МТ,9,Специалист,True,2009,М
4666,4.29,МТ,7,Специалист,True,2012,М
4667,4.21,МТ,7,Б,True,2013,М
4668,3.97,МТ,7,Б,True,2013,М
4669,4.0,МТ,2,Специалист,True,2014,М
4670,4.84,МТ,8,Б,False,2016,М
4671,5.0,МТ,4,М,False,2018,М
4673,4.8,МТ,3,Специалист,True,2014,М
4674,4.89,МТ,4,М,False,2015,М
4675,5.0,МТ,4,М,False,2016,М
4676,4.17,МТ,4,М,False,2015,М
4769,4.0,МТ,11,Специалист,False,2010,М
4770,4.62,МТ,11,Специалист,False,2010,М
4771,4.0,МТ,11,Специалист,False,2011,М
4772,3.55,МТ,8,Специалист,True,2010,М
4773,4.32,МТ,8,Специалист,True,2014,М
4774,4.9,МТ,8,Специалист,True,2014,М
4781,4.72,МТ,6,Специалист,True,2015,М
4846,4.1,МТ,10,Специалист,True,2007,М
4847,3.98,МТ,10,Специалист,True,2008,М
4848,4.83,МТ,10,Специалист,True,2008,М
4849,4.57,МТ,11,Специалист,False,2009,М
4850,4.72,МТ,8,Б,False,2014,М
4851,4.94,МТ,4,М,False,2018,М
4860,4.15,МТ,4,М,False,2016,М
4906,4.02,МТ,11,Специалист,False,2009,М
4907,3.95,МТ,12,Специалист,False,2010,М
4908,3.98,МТ,12,Специалист,False,2010,М
4909,4.46,МТ,11,Специалист,True,2013,М
4910,4.93,МТ,12,Специалист,False,2014,М
4912,3.42,МТ,5,Специалист,True,2012,М
4914,3.0,МТ,1,Специалист,True,2009,М
4922,4.52,МТ,10,Специалист,True,2013,М
4929,4.53,МТ,4,М,True,2015,М
4995,3.64,МТ,11,Специалист,False,2008,М
4996,3.12,МТ,11,Специалист,True,2008,М
4997,4.08,МТ,8,Специалист,True,2012,М
4998,3.7,МТ,11,Специалист,False,2009,М
4999,4.16,МТ,12,Специалист,False,2012,М
5001,3.4,МТ,11,Специалист,True,2013,М
5002,3.87,МТ,7,Специалист,True,2011,М
5004,3.3,МТ,2,Специалист,True,2015,М
5020,4.12,МТ,4,М,False,2015,М
5038,3.2,МТ,3,Специалист,True,2013,М
5091,3.65,МТ,8,Б,False,2013,М
5092,3.92,МТ,8,Б,False,2013,М
5107,3.36,МТ,10,Специалист,True,2007,М
5108,3.56,МТ,12,Специалист,False,2010,М
5109,3.2,МТ,1,Специалист,True,2010,М
5110,4.24,МТ,4,Специалист,True,2011,М
5112,3.0,МТ,1,Специалист,True,2016,М
5113,3.5,МТ,2,Специалист,True,2016,М
5118,3.0,МТ,2,Специалист,True,2008,М
5156,4.92,МТ,10,Специалист,True,2007,М
5157,4.52,МТ,11,Специалист,False,2009,М
5158,4.06,МТ,10,Специалист,True,2013,М
5159,3.27,МТ,11,Специалист,True,2010,М
5160,3.4,МТ,5,Специалист,True,2010,М
5164,3.45,МТ,2,Специалист,True,2017,М
5171,3.89,МТ,2,Б,True,2016,М
