,Средняя оценка,Факультет,Законченных семестров,Ступень_образования,Отчислен,Год_поступления,Пол
10714,4.06,РЛ,12,Специалист,False,2012,Ж
10715,4.85,РЛ,12,Специалист,False,2012,Ж
10716,3.53,РЛ,12,Специалист,True,2008,Ж
10762,4.68,РЛ,9,Специалист,True,2007,Ж
10763,4.38,РЛ,11,Специалист,True,2009,Ж
10764,3.59,РЛ,12,Специалист,False,2010,Ж
10765,4.47,РЛ,12,Специалист,False,2013,Ж
10766,3.7,РЛ,12,Специалист,False,2010,Ж
10767,3.2,РЛ,2,Специалист,True,2011,Ж
10782,4.61,РЛ,7,Специалист,True,2012,Ж
10783,4.44,РЛ,2,Специалист,True,2013,Ж
10784,4.8,РЛ,8,Б,False,2016,Ж
10785,4.03,РЛ,8,Б,False,2014,Ж
10786,3.26,РЛ,4,Б,True,2015,Ж
10787,5.0,РЛ,4,М,False,2016,Ж
10807,3.4,РЛ,1,Специалист,True,2012,Ж
10863,3.2,РЛ,1,Специалист,True,2007,Ж
10874,4.73,РЛ,12,Специалист,False,2010,Ж
10877,5.0,РЛ,7,Специалист,True,2011,Ж
10878,3.89,РЛ,6,Специалист,True,2011,Ж
10879,4.34,РЛ,8,Б,False,2013,Ж
10880,4.26,РЛ,8,Б,False,2013,Ж
10882,4.59,РЛ,4,М,False,2015,Ж
10922,4.46,РЛ,12,Специалист,False,2010,М
10924,3.4,РЛ,1,Специалист,True,2009,М
10936,3.93,РЛ,11,Специалист,True,2014,М
10940,3.56,РЛ,8,Б,False,2015,М
10941,4.67,РЛ,4,М,False,2016,М
10960,4.07,РЛ,12,Специалист,False,2010,М
10972,4.61,РЛ,12,Специалист,False,2010,М
10973,4.92,РЛ,12,Специалист,False,2008,М
10980,3.2,РЛ,1,Специалист,True,2016,М
10998,4.81,РЛ,11,Специалист,True,2012,М
10999,4.16,РЛ,12,Специалист,False,2008,М
11000,4.66,РЛ,12,Специалист,False,2009,М
11010,3.37,РЛ,7,Специалист,True,2011,М
11011,3.21,РЛ,4,Б,True,2014,М
11012,3.52,РЛ,8,Б,False,2014,М
11058,4.91,РЛ,12,Специалист,False,2012,М
11070,3.76,РЛ,12,Специалист,False,2011,М
11082,3.82,РЛ,2,Б,True,2017,М
11087,3.78,РЛ,12,Специалист,False,2010,М
11099,4.56,РЛ,12,Специалист,False,2012,Ж
11111,4.11,РЛ,12,Специалист,False,2013,М
11112,3.75,РЛ,12,Специалист,False,2009,М
11118,3.3,РЛ,5,Специалист,True,2010,М
11141,3.7,РЛ,11,Специалист,True,2014,М
11142,3.47,РЛ,13,Специалист,True,2007,М
11143,4.9,РЛ,12,Специалист,False,2008,М
11148,4.23,РЛ,6,Специалист,True,2010,М
11154,3.57,РЛ,3,Специалист,True,2011,М
11192,3.87,РЛ,10,Специалист,True,2007,М
11204,4.23,РЛ,11,Специалист,True,2008,М
11205,4.33,РЛ,12,Специалист,False,2013,М
11206,4.52,РЛ,12,Специалист,False,2008,М
11208,3.55,РЛ,6,Специалист,True,2014,М
11248,4.84,РЛ,12,Специалист,False,2009,М
11249,4.71,РЛ,12,Специалист,False,2010,М
11250,3.97,РЛ,7,Специалист,True,2011,М
11257,3.72,РЛ,8,Б,False,2013,М
11258,4.86,РЛ,4,М,False,2015,М
11292,4.47,РЛ,11,Специалист,True,2008,М
11294,5.0,РЛ,1,Специалист,True,2012,М
11306,4.38,РЛ,12,Специалист,False,2011,Ж
11318,3.83,РЛ,11,Специалист,True,2010,Ж
11332,4.84,РЛ,8,Б,False,2015,Ж
11340,4.85,РЛ,12,Специалист,False,2011,Ж
11352,4.64,РЛ,12,Специалист,False,2012,М
11364,3.35,РЛ,11,Б,True,2010,М
11365,4.8,РЛ,12,Специалист,False,2013,М
11368,3.31,РЛ,6,Специалист,True,2016,М
11397,4.18,РЛ,12,Специалист,False,2012,М
11409,3.91,РЛ,12,Специалист,False,2012,М
11410,4.77,РЛ,12,Специалист,False,2008,М
11416,3.95,РЛ,4,Специалист,True,2013,М
11441,4.28,РЛ,12,Специалист,False,2009,М
11453,3.57,РЛ,3,Специалист,True,2010,М
11458,3.63,РЛ,12,Специалист,False,2012,М
11470,3.33,РЛ,1,Специалист,True,2017,М
11473,3.71,РЛ,11,Специалист,True,2011,М
11474,4.58,РЛ,12,Специалист,False,2013,М
11498,3.98,РЛ,8,Б,False,2014,М
11499,4.63,РЛ,4,М,False,2018,М
11510,4.45,РЛ,12,Специалист,False,2013,Ж
11522,4.67,РЛ,4,М,False,2015,Ж
11526,4.35,РЛ,11,Специалист,True,2013,М
11538,5.0,РЛ,11,Специалист,True,2012,М
11550,4.52,РЛ,12,Специалист,False,2014,Ж
11562,4.15,РЛ,12,Специалист,False,2013,Ж
11563,4.59,РЛ,11,Специалист,True,2012,Ж
11564,4.32,РЛ,12,Специалист,False,2009,Ж
11565,4.3,РЛ,12,Специалист,False,2010,Ж
11572,4.0,РЛ,1,Специалист,True,2017,Ж
11578,4.66,РЛ,8,Б,False,2015,Ж
11579,3.54,РЛ,8,Б,False,2015,Ж
11580,4.95,РЛ,8,Б,False,2014,Ж
11581,3.0,РЛ,1,Б,True,2016,Ж
11639,4.52,РЛ,12,Специалист,True,2013,Ж
11640,3.91,РЛ,12,Специалист,False,2009,Ж
11664,4.13,РЛ,5,Специалист,True,2010,М
11670,3.67,РЛ,4,Специалист,True,2010,М
11671,3.62,РЛ,7,Специалист,True,2012,М
11684,3.22,РЛ,2,Специалист,True,2008,М
11685,3.25,РЛ,3,Б,True,2017,М
11692,3.65,РЛ,8,Б,False,2016,М
11700,3.3,РЛ,2,Специалист,True,2012,М
11704,4.0,РЛ,2,Специалист,True,2015,М
11707,3.64,РЛ,3,Специалист,True,2014,М
11708,3.3,РЛ,2,Специалист,True,2014,М
11718,3.73,РЛ,2,Специалист,True,2018,Ж
11721,4.57,РЛ,12,Специалист,False,2009,Ж
11722,4.43,РЛ,11,Специалист,True,2012,Ж
11723,4.32,РЛ,11,Специалист,True,2014,Ж
11724,5.0,РЛ,12,Специалист,False,2010,Ж
11725,4.26,РЛ,11,Специалист,True,2014,Ж
11726,4.74,РЛ,9,Специалист,True,2007,Ж
11744,4.17,РЛ,2,Специалист,True,2018,Ж
11796,3.7,РЛ,8,Б,False,2014,Ж
11804,3.73,РЛ,7,Специалист,True,2008,Ж
11813,4.72,РЛ,12,Специалист,False,2008,Ж
11817,4.98,РЛ,8,Б,False,2015,Ж
11833,3.22,РЛ,2,Специалист,True,2010,М
11837,3.29,РЛ,7,Специалист,True,2007,М
11838,4.08,РЛ,12,Специалист,False,2010,М
11839,3.37,РЛ,4,Специалист,True,2010,М
11848,3.52,РЛ,8,Б,False,2016,М
11877,3.0,РЛ,1,Специалист,True,2008,М
11879,3.91,РЛ,5,Специалист,True,2011,М
11886,4.03,РЛ,7,Специалист,True,2012,М
11887,4.67,РЛ,4,М,False,2016,М
11898,4.6,РЛ,12,Специалист,False,2013,М
11910,3.57,РЛ,3,Специалист,True,2016,М
11915,4.2,РЛ,1,Специалист,True,2017,Ж
11917,3.0,РЛ,1,Специалист,True,2009,М
11919,3.67,РЛ,7,Б,True,2010,М
11927,4.2,РЛ,12,Специалист,False,2009,М
11939,3.49,РЛ,12,Специалист,False,2009,М
11953,3.68,РЛ,6,Специалист,True,2011,М
11962,3.8,РЛ,8,Б,False,2014,М
11970,3.29,РЛ,3,Специалист,True,2011,М
11971,4.0,РЛ,4,Специалист,True,2013,М
11983,3.75,РЛ,11,Специалист,True,2012,М
11984,4.37,РЛ,12,Специалист,False,2008,М
11985,3.4,РЛ,9,Специалист,True,2007,М
11986,3.57,РЛ,11,Специалист,True,2014,М
11988,3.2,РЛ,1,Специалист,True,2013,М
11994,3.37,РЛ,4,Специалист,True,2009,М
12000,3.7,РЛ,2,Специалист,True,2014,М
12002,4.61,РЛ,8,Б,False,2015,М
12003,3.98,РЛ,8,Б,False,2016,М
12059,3.81,РЛ,6,Специалист,True,2011,М
12060,4.18,РЛ,4,М,False,2015,М
12071,3.86,РЛ,3,Специалист,True,2013,М
12076,3.8,РЛ,1,Специалист,True,2017,Ж
12078,3.31,РЛ,6,Специалист,True,2008,М
12086,3.26,РЛ,8,Специалист,True,2008,Ж
12095,3.54,РЛ,12,Специалист,False,2013,Ж
12096,4.53,РЛ,11,Специалист,True,2009,Ж
12119,3.78,РЛ,2,Специалист,True,2009,М
12123,3.2,РЛ,1,Б,True,2016,М
12125,4.04,РЛ,5,Специалист,True,2014,Ж
12132,4.8,РЛ,9,Специалист,True,2007,Ж
12133,4.42,РЛ,11,Специалист,True,2011,Ж
12136,4.58,РЛ,12,Специалист,False,2008,Ж
12142,3.22,РЛ,2,Специалист,True,2009,Ж
12143,4.88,РЛ,8,Б,False,2014,Ж
12144,4.93,РЛ,4,М,False,2015,Ж
12183,4.64,РЛ,12,Специалист,False,2010,М
12195,4.48,РЛ,12,Специалист,False,2010,Ж
12196,4.54,РЛ,9,Специалист,True,2007,Ж
12197,4.63,РЛ,12,Специалист,False,2010,Ж
12198,4.58,РЛ,12,Специалист,False,2010,Ж
12200,4.0,РЛ,7,Специалист,True,2011,Ж
12201,3.86,РЛ,7,Специалист,True,2011,Ж
12212,4.79,РЛ,4,М,False,2015,Ж
12213,4.71,РЛ,4,М,False,2015,Ж
12267,4.0,РЛ,6,Б,True,2012,Ж
12277,3.63,РЛ,12,Специалист,True,2011,М
12278,4.53,РЛ,12,Специалист,False,2009,М
12279,3.62,РЛ,11,Специалист,True,2011,М
12315,3.42,РЛ,2,Специалист,True,2017,М
12319,4.41,РЛ,12,Специалист,False,2013,Ж
12320,4.74,РЛ,12,Специалист,False,2010,Ж
12327,4.5,РЛ,1,Б,True,2017,Ж
12328,4.85,РЛ,8,Б,False,2016,Ж
12329,3.62,РЛ,8,Б,False,2016,Ж
12330,4.38,РЛ,8,Б,False,2016,Ж
12369,4.41,РЛ,11,Специалист,True,2014,Ж
12370,4.86,РЛ,7,Специалист,True,2011,Ж
12374,4.53,РЛ,7,Б,True,2015,Ж
12375,4.88,РЛ,8,Б,False,2014,Ж
12376,5.0,РЛ,4,М,False,2015,Ж
12409,4.8,РЛ,12,Специалист,False,2012,Ж
12410,4.38,РЛ,12,Специалист,False,2010,Ж
12433,3.8,РЛ,12,Специалист,False,2009,М
12445,4.17,РЛ,12,Специалист,False,2009,Ж
12457,3.98,РЛ,11,Специалист,True,2010,М
12458,3.98,РЛ,11,Специалист,True,2012,М
12459,3.2,РЛ,2,Специалист,True,2013,М
12485,4.74,РЛ,8,Б,False,2013,М
12486,4.68,РЛ,4,М,False,2017,М
12497,3.4,РЛ,11,Специалист,True,2011,М
12509,4.67,РЛ,11,Специалист,True,2011,Ж
12510,5.0,РЛ,11,Специалист,True,2014,Ж
12511,3.29,РЛ,3,Б,True,2011,Ж
12514,4.07,РЛ,12,Специалист,False,2008,Ж
12515,4.69,РЛ,3,Б,True,2017,Ж
12521,4.12,РЛ,8,Б,False,2016,Ж
12522,4.28,РЛ,8,Б,False,2016,Ж
12536,4.79,РЛ,12,Специалист,True,2008,Ж
12588,4.39,РЛ,11,Специалист,True,2008,Ж
12600,4.98,РЛ,11,Специалист,True,2012,Ж
12601,4.78,РЛ,12,Специалист,False,2010,Ж
12608,5.0,РЛ,4,М,False,2015,Ж
12628,4.3,РЛ,11,Специалист,True,2014,М
12640,4.15,РЛ,12,Специалист,True,2007,М
12641,4.4,РЛ,11,Специалист,True,2012,М
12665,4.87,РЛ,12,Специалист,False,2013,М
12677,3.69,РЛ,12,Специалист,False,2009,Ж
12678,4.68,РЛ,11,Специалист,True,2011,Ж
12679,4.4,РЛ,12,Специалист,False,2010,Ж
12682,4.81,РЛ,12,Специалист,False,2008,Ж
12684,4.43,РЛ,1,Б,True,2019,Ж
12691,4.37,РЛ,8,Б,False,2015,Ж
12735,4.02,РЛ,12,Специалист,False,2014,Ж
12738,3.79,РЛ,8,Б,True,2013,Ж
12739,4.76,РЛ,8,Б,False,2016,Ж
12765,4.2,РЛ,11,Специалист,True,2011,Ж
12777,4.78,РЛ,12,Специалист,False,2012,Ж
12789,3.68,РЛ,11,Специалист,True,2011,М
12801,4.39,РЛ,11,Специалист,True,2014,Ж
12804,3.33,РЛ,1,Б,True,2017,Ж
12815,4.24,РЛ,9,Специалист,True,2007,М
12818,4.0,РЛ,8,Б,False,2013,М
12835,3.37,РЛ,6,Специалист,True,2007,Ж
12846,4.86,РЛ,12,Специалист,False,2008,Ж
12858,4.65,РЛ,12,Специалист,False,2010,Ж
12859,4.19,РЛ,7,Специалист,True,2011,Ж
12862,3.72,РЛ,8,Б,False,2013,Ж
12863,4.88,РЛ,8,Б,False,2014,Ж
12864,5.0,РЛ,4,М,False,2018,Ж
12865,4.79,РЛ,4,М,False,2015,Ж
12902,4.58,РЛ,12,Специалист,False,2010,М
12914,4.56,РЛ,12,Специалист,False,2010,Ж
12926,3.95,РЛ,12,Специалист,False,2014,М
12927,3.0,РЛ,1,Специалист,True,2016,М
12940,4.29,РЛ,12,Специалист,False,2012,М
12952,4.42,РЛ,7,Специалист,True,2011,Ж
12953,4.8,РЛ,1,М,True,2018,Ж
12954,3.8,РЛ,8,Б,False,2014,Ж
12955,4.67,РЛ,4,М,True,2015,Ж
12975,4.42,РЛ,7,Специалист,True,2012,Ж
12983,4.82,РЛ,7,Специалист,True,2011,Ж
12984,4.59,РЛ,4,М,False,2015,Ж
12995,4.03,РЛ,8,Б,True,2014,Ж
13005,4.36,РЛ,3,Специалист,True,2016,М
13010,3.17,РЛ,10,Б,True,2007,М
13025,4.52,РЛ,11,Специалист,True,2008,М
13026,3.0,РЛ,1,Специалист,True,2011,М
13027,4.76,РЛ,7,Специалист,True,2007,М
13028,3.58,РЛ,5,Специалист,True,2008,М
13029,4.03,РЛ,8,Б,False,2016,М
13066,4.0,РЛ,4,Б,True,2017,М
13071,4.18,РЛ,2,Б,True,2017,М
13076,3.25,РЛ,8,Б,True,2010,М
13088,4.8,РЛ,12,Специалист,False,2012,М
13100,3.4,РЛ,1,Специалист,True,2010,М
13102,3.4,РЛ,2,Специалист,True,2013,Ж
13106,3.93,РЛ,3,Специалист,True,2014,М
13112,3.4,РЛ,1,Специалист,True,2008,М
13114,4.45,РЛ,10,Специалист,True,2007,М
13115,3.76,РЛ,5,Специалист,True,2013,М
13133,3.21,РЛ,5,Специалист,True,2008,М
13142,3.84,РЛ,7,Специалист,True,2012,Ж
13143,3.88,РЛ,8,Б,False,2015,Ж
13144,4.67,РЛ,4,М,False,2016,Ж
13162,4.87,РЛ,7,Специалист,True,2012,Ж
13163,5.0,РЛ,4,М,False,2016,Ж
13174,4.42,РЛ,7,Специалист,True,2012,М
13182,4.32,РЛ,7,Специалист,True,2012,Ж
13183,5.0,РЛ,4,М,False,2016,Ж
13194,4.36,РЛ,8,Б,False,2013,М
13195,4.47,РЛ,4,М,False,2018,М
13206,3.47,РЛ,8,Б,False,2013,Ж
13214,3.0,РЛ,1,Специалист,True,2015,М
13218,3.21,РЛ,4,Специалист,True,2016,М
13224,4.97,РЛ,8,Б,False,2016,Ж
13232,4.53,РЛ,8,Б,False,2013,Ж
13240,4.11,РЛ,8,Б,False,2013,Ж
13241,4.0,РЛ,1,М,True,2017,Ж
13251,3.0,РЛ,1,Специалист,True,2013,М
13254,4.44,РЛ,8,Б,False,2015,Ж
13262,4.83,РЛ,8,Б,False,2015,Ж
13270,4.87,РЛ,4,М,False,2015,Ж
13274,4.6,РЛ,4,М,False,2015,М
13278,4.0,РЛ,1,Специалист,True,2014,М
13280,4.8,РЛ,4,М,False,2016,М
13284,4.76,РЛ,12,Специалист,False,2012,М
13296,4.75,РЛ,12,Специалист,False,2012,М
13308,4.53,РЛ,10,Специалист,True,2007,М
13311,4.17,РЛ,1,Б,True,2018,М
13322,3.98,РЛ,10,Специалист,True,2007,М
13334,3.21,РЛ,10,Специалист,True,2009,М
13346,4.51,РЛ,12,Специалист,False,2010,Ж
13358,4.22,РЛ,10,Специалист,True,2008,Ж
13361,4.92,РЛ,8,Б,False,2015,Ж
13378,3.69,РЛ,12,Специалист,False,2014,М
13390,4.93,РЛ,12,Специалист,False,2014,Ж
13402,4.88,РЛ,7,Специалист,True,2011,М
13403,4.94,РЛ,4,М,False,2015,М
13414,4.88,РЛ,7,Специалист,True,2011,Ж
13415,4.88,РЛ,4,М,False,2015,Ж
13426,4.21,РЛ,7,Специалист,True,2011,М
13427,4.5,РЛ,4,М,False,2015,М
13438,3.81,РЛ,5,Специалист,True,2012,М
13439,4.43,РЛ,8,Б,False,2016,М
13452,3.2,РЛ,1,Специалист,True,2012,Ж
13454,4.14,РЛ,1,Специалист,True,2018,Ж
13455,4.55,РЛ,8,Б,False,2015,Ж
13464,3.07,РЛ,3,Специалист,True,2008,М
13469,4.33,РЛ,1,Б,True,2019,Ж
13470,4.41,РЛ,8,Б,False,2016,Ж
13479,4.79,РЛ,7,Специалист,True,2011,М
13487,4.67,РЛ,7,Специалист,True,2011,Ж
13488,4.76,РЛ,4,М,False,2015,Ж
13499,4.61,РЛ,8,Б,False,2013,Ж
13507,3.71,РЛ,4,Б,True,2013,М
13515,4.38,РЛ,8,Б,False,2014,М
13523,3.7,РЛ,8,Б,False,2014,М
13531,4.13,РЛ,8,Б,False,2015,Ж
13539,4.88,РЛ,4,М,False,2016,Ж
0,4.28,РК,4,М,False,2018,М
4,4.6,РК,2,М,True,2016,М
8,3.36,РК,2,Специалист,True,2014,М
14,4.19,РК,8,Б,False,2016,М
22,3.71,РК,8,Специалист,True,2007,М
25,3.69,РК,3,Б,True,2013,М
26,3.17,РК,1,Специалист,True,2008,М
27,3.39,РК,7,Б,True,2013,М
55,4.47,РК,8,Б,False,2016,М
56,4.05,РК,8,Б,False,2016,М
71,4.72,РК,4,М,False,2018,Ж
75,4.36,РК,12,Специалист,False,2014,Ж
87,4.97,РК,8,Специалист,True,2007,Ж
88,4.94,РК,8,Специалист,True,2009,Ж
89,4.81,РК,7,Б,True,2014,Ж
93,4.95,РК,8,Б,False,2015,Ж
125,3.89,РК,4,М,False,2018,М
129,4.31,РК,6,Специалист,True,2011,М
130,5.0,РК,2,М,True,2015,М
141,4.59,РК,4,Б,True,2013,М
142,4.38,РК,6,Специалист,True,2012,М
157,4.7,РК,5,Б,True,2014,М
158,3.67,РК,2,Специалист,True,2014,М
159,4.95,РК,4,М,False,2018,М
160,3.0,РК,1,Специалист,True,2008,М
161,3.4,РК,1,Б,True,2016,М
177,5.0,РК,4,М,False,2018,Ж
181,4.93,РК,3,М,True,2017,Ж
182,4.21,РК,3,М,True,2017,Ж
183,4.7,РК,2,М,True,2016,Ж
193,4.93,РК,9,Специалист,True,2010,Ж
194,4.36,РК,8,Специалист,True,2012,Ж
216,3.36,РК,8,Специалист,True,2008,Ж
218,3.73,РК,5,Б,True,2011,Ж
220,4.33,РК,1,Б,True,2019,Ж
243,4.45,РК,9,Специалист,True,2010,Ж
244,4.97,РК,8,Б,False,2016,Ж
247,3.38,РК,3,Специалист,True,2012,Ж
248,4.42,РК,6,Специалист,True,2012,Ж
249,3.85,РК,6,Б,True,2012,Ж
250,3.81,РК,6,Б,True,2013,Ж
251,4.9,РК,2,М,True,2016,Ж
297,5.0,РК,5,Б,True,2013,Ж
298,4.78,РК,5,Б,True,2014,Ж
299,4.82,РК,4,М,False,2018,Ж
317,4.72,РК,4,М,False,2018,М
321,3.65,РК,5,Специалист,True,2011,М
330,4.33,РК,4,М,False,2018,М
334,4.72,РК,8,Специалист,True,2011,М
335,3.33,РК,12,Специалист,True,2012,М
336,3.0,РК,1,Специалист,True,2011,М
341,3.2,РК,1,Специалист,True,2011,М
342,3.4,РК,3,Специалист,True,2012,М
370,4.43,РК,10,Специалист,True,2010,М
372,3.56,РК,6,Специалист,True,2011,М
373,4.0,РК,7,Б,True,2013,М
374,3.47,РК,7,Б,True,2014,М
375,3.0,РК,1,Б,True,2015,М
411,4.38,РК,9,Специалист,True,2007,М
412,3.5,РК,2,Специалист,True,2012,М
413,3.69,РК,6,Специалист,True,2012,М
414,3.14,РК,5,Б,True,2014,М
415,4.0,РК,7,Б,True,2014,М
416,3.55,РК,7,Б,True,2014,М
417,3.75,РК,3,Б,True,2016,М
418,4.11,РК,4,М,False,2018,М
420,4.35,РК,6,Специалист,True,2012,М
421,4.35,РК,6,Специалист,True,2012,М
422,4.23,РК,6,Специалист,True,2012,М
423,3.0,РК,1,Специалист,True,2013,М
424,3.53,РК,8,Б,True,2013,М
425,3.66,РК,8,Б,True,2014,М
426,4.11,РК,8,Б,False,2016,М
428,4.41,РК,8,Б,False,2016,М
429,4.4,РК,2,М,True,2016,М
536,3.19,РК,6,Специалист,True,2011,М
537,4.67,РК,5,Б,True,2013,М
538,4.74,РК,5,Б,True,2014,М
539,4.03,РК,8,Б,True,2015,М
540,4.5,РК,8,Б,False,2016,М
541,4.5,РК,8,Б,False,2016,М
542,4.5,РК,3,М,True,2017,М
543,4.93,РК,3,М,True,2017,М
544,4.23,РК,4,М,False,2017,М
545,4.33,РК,4,М,False,2018,М
546,4.12,РК,4,Б,True,2013,М
547,5.0,РК,6,Б,True,2013,М
548,3.2,РК,1,Специалист,True,2009,М
622,4.22,РК,4,М,False,2018,М
626,4.5,РК,3,М,True,2015,М
630,3.95,РК,8,Специалист,True,2012,М
631,4.85,РК,8,Специалист,True,2012,М
632,3.69,РК,8,Специалист,True,2011,М
633,4.07,РК,9,Специалист,True,2013,М
